conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username,cleaned
1895839426733093219,2025-03-02 17:03:08+00:00,0,Pretty much still my dream except anak sekolah di swasta berbasis agama sama 2 mobil (masih 2 mobil sih tapi hatchback HEV+ full EV),1896244896648081694,,Pak_Irv,in,,0,0,0,https://x.com/undefined/status/1896244896648081694,401148670,,pretty much still punyaku dream except anak sekolah swasta bas agama sama mobil masih mobil tapi hatchback hev penuh ev
1896131527593115799,2025-03-02 09:32:39+00:00,0,Cek Mobil Listrik Asli Wuling Air EV Car AirEV Pikachu Dealer Sales Kuning dengan harga Rp20.999.900. Dapatkan di Shopee sekarang! https://t.co/E3I2sfslBI https://t.co/1zyzs0QKVt,1896131527593115799,https://pbs.twimg.com/media/GlBpknTa0AAn4EP.jpg,,in,,0,0,0,https://x.com/undefined/status/1896131527593115799,1847703212247351296,,cek mobil listrik asli wuling air ev car airev pikachu dealer sales kuning dengan harga rp dapat shopee sekarang
1896108567540953092,2025-03-02 08:01:25+00:00,0,Produsen mobil China XPENG resmi masuk ke pasar Indonesia pada Jumat (28/2) di tengah upaya Indonesia meningkatkan penggunaan kendaraan listrik (electric vehicle/EV). Selengkapnya https://t.co/P5GVS8YFVi https://t.co/7K4MuOKLRB,1896108567540953092,https://pbs.twimg.com/ext_tw_video_thumb/1896104444066189312/pu/img/T8NwBj3G5gEEz7P9.jpg,,in,,0,0,0,https://x.com/undefined/status/1896108567540953092,3271146871,,produsen mobil china xpeng resmi masuk pasar indonesia jumat tengah upaya indonesia tingkat guna kendara listrik electric vehicle ev lengkap
1896017619104272784,2025-03-02 06:13:19+00:00,0,Mobil EV cina yang merknya kaya bunyi bunyian,1896081363046162817,,SelebtwitMobil,in,,0,0,0,https://x.com/undefined/status/1896081363046162817,1469897266940973060,,mobil ev cina merknya seperti bunyi bunyi
1896067841436324299,2025-03-02 05:19:35+00:00,0,Ketika dunia semakin menyadari pentingnya keberlanjutan kendaraan ramah lingkungan menjadi sorotan utama. Di Indonesia tren menuju kendaraan hybrid hidrogen dan listrik (EV) semakin berkembang. https://t.co/v6c41w18Qw,1896067841436324299,,,in,,0,0,0,https://x.com/undefined/status/1896067841436324299,1726873272686694400,,ketika dunia makin sadar penting lanjut kendara ramah lingkung jadi sorot utama indonesia tren tuju kendara hybrid hidrogen listrik ev makin kembang
1896067733277868068,2025-03-02 05:19:09+00:00,0,Ketika dunia semakin menyadari pentingnya keberlanjutan kendaraan ramah lingkungan menjadi sorotan utama. Di Indonesia tren menuju kendaraan hybrid hidrogen dan listrik (EV) semakin berkembang. https://t.co/EJ3ymihCMz,1896067733277868068,,,in,,0,0,0,https://x.com/undefined/status/1896067733277868068,1672182397658619905,,ketika dunia makin sadar penting lanjut kendara ramah lingkung jadi sorot utama indonesia tren tuju kendara hybrid hidrogen listrik ev makin kembang
1896067707533214090,2025-03-02 05:19:03+00:00,0,Ketika dunia semakin menyadari pentingnya keberlanjutan kendaraan ramah lingkungan menjadi sorotan utama. Di Indonesia tren menuju kendaraan hybrid hidrogen dan listrik (EV) semakin berkembang. https://t.co/Aq3h6x8fdh,1896067707533214090,,,in,,0,0,0,https://x.com/undefined/status/1896067707533214090,1762043186598604800,,ketika dunia makin sadar penting lanjut kendara ramah lingkung jadi sorot utama indonesia tren tuju kendara hybrid hidrogen listrik ev makin kembang
1895763161644744855,2025-03-02 03:12:22+00:00,0,Pesanan bohir waktu pandemi ppnbm mobil kemaren EV skrg traveling yg ngerasain tetap yg kaya2.,1896035827849052296,,jansen_jsp,in,,0,0,0,https://x.com/undefined/status/1896035827849052296,547439385,,pesan bohir pandemi ppnbm mobil kemarin ev sekarang traveling ngerasain tetap seperti
1895990217808756869,2025-03-02 00:11:08+00:00,1,Menurut Erajaya dalam lima tahun ke depan tren EV akan berkembang pesat dan benar-benar jadi gaya hidup. https://t.co/K1Jbj1izlj,1895990217808756869,,,in,,0,0,0,https://x.com/undefined/status/1895990217808756869,3042677100,,turut erajaya dalam lima tahun depan tren ev akan kembang pesat benar benar jadi gaya hidup
1895829168996471000,2025-03-01 13:31:11+00:00,0,bismillah masing-masing lorienite mendapatkan mobil wuling air ev. butuh 40 amin.,1895829168996471000,,,in,,8,0,11,https://x.com/undefined/status/1895829168996471000,3233418187,,bismillah masing masing lorienite dapat mobil wuling air ev butuh amin
